,,,,,,,,,,,,,,,
,ES16/048 (FA#74) GIPA Speeding fines in 2014 and 2015 by postcode and age of penalty notice recipient,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Notes:,,,,,,,,,,,,,,
,"1. Data includes penalties issued between 1-Jan-2014 and 31-Dec-2014, as at 23-Feb-2016, and may change retrospectively as further penalties are loaded.",,,,,,,,,,,,,,
,"2. As the person issued with the fine may have nominated another driver, 'Age' and 'Postcode' relate to the person named on the penalty notice at the date of this report.  'Age' is as at the time of the offence.  OSR is not always able to determine the age of drivers who hold an international licence. ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,"3. Data regarding 'speed cameras' include all camera types (ie, fixed digital speed cameras, mobile cameras and red light/speed safety cameras).",,,,,,,,,,,,,,
,4. Data regarding 'Top 10 highest speeds recorded by speed cameras' does not include NSW Police issued speeding penalties.,,,,,,,,,,,,,,
,5. Data does not include penalties where the recipient does not have a NSW postcode.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,"1. Number and value of speeding fines issued by speed cameras and NSW Police, by postcode of recipient",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Postcode,Speed cameras,,,,Police issued,,,,,,,,,
,,2014,,2015,,2014,,2015,,,,,,,
,,Number,Value ($),Number,Value ($),Number,Value ($),Number,Value ($),,,,,,
,2251," 1,902 "," 413,076 "," 1,884 "," 436,658 ", 751 ," 249,307 ", 757 ," 272,324 ",,,,,,
,2290," 1,664 "," 382,348 "," 1,596 "," 384,136 "," 1,067 "," 298,473 ", 945 ," 288,781 ",,,,,,
,2767," 1,969 "," 527,446 "," 2,078 "," 572,427 ", 581 ," 214,575 ", 643 ," 242,101 ",,,,,,
,2444," 1,366 "," 275,747 "," 1,419 "," 288,730 "," 1,145 "," 337,632 "," 1,330 "," 393,707 ",,,,,,
,2093," 2,180 "," 492,940 "," 2,504 "," 591,468 ", 303 ," 98,016 ", 244 ," 88,653 ",,,,,,
,2205," 1,999 "," 551,494 "," 2,393 "," 669,950 ", 399 ," 143,630 ", 383 ," 145,646 ",,,,,,
,2074," 2,178 "," 545,008 "," 2,098 "," 532,788 ", 454 ," 143,301 ", 421 ," 137,270 ",,,,,,
,2528," 1,975 "," 447,747 "," 1,765 "," 436,119 ", 622 ," 196,479 ", 722 ," 248,226 ",,,,,,
,2131," 2,358 "," 672,358 "," 2,237 "," 638,098 ", 213 ," 70,677 ", 205 ," 80,383 ",,,,,,
,2233," 1,842 "," 457,299 "," 1,792 "," 432,094 ", 707 ," 228,855 ", 629 ," 195,582 ",,,,,,
,2530," 1,704 "," 416,293 "," 1,715 "," 429,056 ", 702 ," 227,749 ", 838 ," 280,866 ",,,,,,
,2529," 1,876 "," 421,605 "," 1,648 "," 376,871 ", 620 ," 206,586 ", 804 ," 259,645 ",,,,,,
,2100," 2,182 "," 574,553 "," 2,215 "," 586,098 ", 275 ," 94,335 ", 257 ," 81,396 ",,,,,,
,2030," 2,151 "," 506,183 "," 2,348 "," 565,246 ", 209 ," 71,854 ", 211 ," 71,133 ",,,,,,
,2021," 2,080 "," 516,260 "," 2,345 "," 575,691 ", 198 ," 67,972 ", 158 ," 52,338 ",,,,,,
,2018," 2,079 "," 508,790 "," 2,082 "," 554,461 ", 331 ," 108,054 ", 264 ," 99,759 ",,,,,,
,2120," 2,038 "," 528,249 "," 2,115 "," 559,097 ", 313 ," 104,964 ", 278 ," 101,577 ",,,,,,
,2221," 1,971 "," 497,802 "," 1,897 "," 486,001 ", 468 ," 155,008 ", 394 ," 140,231 ",,,,,,
,2075," 1,893 "," 465,009 "," 1,927 "," 476,814 ", 446 ," 141,557 ", 464 ," 150,076 ",,,,,,
,2020," 2,022 "," 550,539 "," 2,126 "," 620,592 ", 288 ," 98,813 ", 267 ," 95,333 ",,,,,,
,2095," 2,050 "," 451,767 "," 2,183 "," 548,084 ", 265 ," 86,918 ", 188 ," 67,312 ",,,,,,
,2041," 2,151 "," 532,233 "," 2,102 "," 546,248 ", 194 ," 65,087 ", 216 ," 71,323 ",,,,,,
,2260," 1,819 "," 390,427 "," 1,573 "," 351,127 ", 634 ," 196,554 ", 637 ," 212,229 ",,,,,,
,2073," 2,098 "," 541,936 "," 1,982 "," 540,231 ", 314 ," 98,656 ", 229 ," 81,305 ",,,,,,
,2211," 1,829 "," 510,567 "," 1,898 "," 503,468 ", 421 ," 148,741 ", 469 ," 178,026 ",,,,,,
,2125," 1,912 "," 485,636 "," 2,005 "," 499,121 ", 324 ," 105,612 ", 325 ," 108,693 ",,,,,,
,2192," 2,051 "," 592,464 "," 1,922 "," 531,798 ", 287 ," 106,816 ", 256 ," 99,467 ",,,,,,
,2111," 1,876 "," 467,187 "," 2,096 "," 561,688 ", 244 ," 89,172 ", 228 ," 76,640 ",,,,,,
,2565," 1,686 "," 495,857 "," 1,595 "," 478,482 ", 611 ," 203,377 ", 545 ," 184,606 ",,,,,,
,2223," 1,758 "," 432,763 "," 1,764 "," 443,319 ", 467 ," 144,162 ", 439 ," 134,639 ",,,,,,
,2280," 1,376 "," 304,666 "," 1,284 "," 299,281 ", 969 ," 270,875 ", 787 ," 237,202 ",,,,,,
,2042," 2,015 "," 502,537 "," 1,963 "," 504,784 ", 222 ," 69,793 ", 214 ," 76,165 ",,,,,,
,2022," 2,056 "," 514,413 "," 2,066 "," 537,635 ", 145 ," 46,322 ", 136 ," 47,000 ",,,,,,
,2212," 1,811 "," 509,951 "," 1,763 "," 510,163 ", 385 ," 140,649 ", 439 ," 155,718 ",,,,,,
,2107," 1,969 "," 452,458 "," 1,914 "," 458,518 ", 257 ," 79,113 ", 257 ," 80,278 ",,,,,,
,2285," 1,265 "," 292,854 "," 1,232 "," 301,162 ", 944 ," 275,119 ", 936 ," 288,026 ",,,,,,
,2680, 263 ," 68,830 ", 327 ," 83,405 "," 1,749 "," 451,713 "," 2,013 "," 516,155 ",,,,,,
,2126," 1,861 "," 457,915 "," 1,853 "," 468,689 ", 301 ," 100,791 ", 323 ," 117,022 ",,,,,,
,2032," 1,946 "," 474,104 "," 1,997 "," 535,500 ", 183 ," 61,472 ", 210 ," 68,447 ",,,,,,
,2480," 1,152 "," 245,189 "," 1,033 "," 223,059 "," 1,226 "," 369,939 ", 889 ," 285,714 ",,,,,,
,2209," 1,772 "," 484,203 "," 1,747 "," 493,171 ", 406 ," 133,104 ", 365 ," 122,254 ",,,,,,
,2257," 1,519 "," 344,906 "," 1,633 "," 375,637 ", 566 ," 198,510 ", 561 ," 186,443 ",,,,,,
,2228," 1,652 "," 424,096 "," 1,690 "," 431,967 ", 500 ," 150,448 ", 413 ," 136,506 ",,,,,,
,2323," 1,122 "," 254,054 "," 1,017 "," 239,935 "," 1,149 "," 338,219 ", 931 ," 310,631 ",,,,,,
,2177," 1,707 "," 456,175 "," 1,751 "," 474,724 ", 349 ," 129,977 ", 393 ," 169,231 ",,,,,,
,2325, 933 ," 232,507 ", 969 ," 235,137 "," 1,212 "," 381,654 "," 1,042 "," 327,058 ",,,,,,
,2140," 1,810 "," 555,901 "," 1,799 "," 557,091 ", 241 ," 82,396 ", 265 ," 97,104 ",,,,,,
,2753," 1,348 "," 363,446 "," 1,405 "," 399,425 ", 647 ," 208,116 ", 673 ," 234,034 ",,,,,,
,2219," 1,715 "," 431,259 "," 1,601 "," 396,734 ", 408 ," 126,180 ", 348 ," 119,285 ",,,,,,
,2097," 1,759 "," 410,979 "," 1,809 "," 437,894 ", 233 ," 74,787 ", 194 ," 65,658 ",,,,,,
,2060," 1,735 "," 450,066 "," 1,799 "," 475,399 ", 227 ," 72,946 ", 186 ," 67,828 ",,,,,,
,2218," 1,635 "," 411,851 "," 1,627 "," 439,318 ", 395 ," 127,957 ", 287 ," 99,568 ",,,,,,
,2208," 1,717 "," 480,583 "," 1,634 "," 483,458 ", 295 ," 92,147 ", 292 ," 98,114 ",,,,,,
,2224," 1,528 "," 374,556 "," 1,507 "," 390,079 ", 425 ," 143,427 ", 451 ," 147,730 ",,,,,,
,2096," 1,709 "," 386,579 "," 1,804 "," 419,866 ", 193 ," 59,829 ", 186 ," 62,299 ",,,,,,
,2009," 1,757 "," 442,021 "," 1,791 "," 499,099 ", 170 ," 66,993 ", 157 ," 55,523 ",,,,,,
,2518," 1,585 "," 367,635 "," 1,411 "," 336,635 ", 397 ," 121,470 ", 469 ," 165,945 ",,,,,,
,2127," 1,504 "," 416,695 "," 1,712 "," 480,874 ", 326 ," 102,209 ", 315 ," 109,193 ",,,,,,
,2134," 1,731 "," 491,972 "," 1,757 "," 508,692 ", 184 ," 66,966 ", 179 ," 68,222 ",,,,,,
,2263," 1,256 "," 285,032 "," 1,333 "," 315,358 ", 692 ," 223,147 ", 564 ," 196,014 ",,,,,,
,2749," 1,345 "," 335,411 "," 1,268 "," 332,701 ", 580 ," 206,983 ", 632 ," 237,602 ",,,,,,
,2193," 1,720 "," 447,293 "," 1,678 "," 456,899 ", 216 ," 73,925 ", 187 ," 68,173 ",,,,,,
,2283," 1,013 "," 231,427 "," 1,063 "," 248,819 ", 902 ," 246,971 ", 820 ," 235,728 ",,,,,,
,2015," 1,794 "," 528,986 "," 1,704 "," 517,625 ", 156 ," 44,751 ", 131 ," 46,863 ",,,,,,
,2146," 1,484 "," 427,086 "," 1,563 "," 440,321 ", 355 ," 129,205 ", 362 ," 143,658 ",,,,,,
,2526," 1,449 "," 370,707 "," 1,322 "," 346,068 ", 409 ," 130,935 ", 520 ," 176,160 ",,,,,,
,2430, 999 ," 209,956 "," 1,024 "," 229,069 ", 900 ," 266,663 ", 764 ," 231,582 ",,,,,,
,2765," 1,286 "," 366,807 "," 1,283 "," 395,213 ", 515 ," 173,054 ", 600 ," 219,550 ",,,,,,
,2037," 1,654 "," 415,142 "," 1,693 "," 446,894 ", 170 ," 59,540 ", 164 ," 52,363 ",,,,,,
,2068," 1,591 "," 388,993 "," 1,665 "," 418,924 ", 214 ," 80,322 ", 205 ," 75,223 ",,,,,,
,2324, 968 ," 220,961 ", 972 ," 234,443 ", 926 ," 276,825 ", 793 ," 252,201 ",,,,,,
,2519," 1,475 "," 341,438 "," 1,341 "," 325,866 ", 407 ," 124,729 ", 432 ," 144,983 ",,,,,,
,2033," 1,707 "," 427,383 "," 1,586 "," 410,919 ", 190 ," 65,249 ", 147 ," 52,016 ",,,,,,
,2330, 687 ," 152,835 ", 690 ," 163,579 "," 1,313 "," 373,654 ", 904 ," 272,957 ",,,,,,
,2023," 1,584 "," 392,833 "," 1,681 "," 390,527 ", 147 ," 49,632 ", 139 ," 50,134 ",,,,,,
,2024," 1,607 "," 388,608 "," 1,689 "," 401,639 ", 116 ," 32,415 ", 122 ," 42,911 ",,,,,,
,2262," 1,121 "," 257,630 "," 1,131 "," 264,015 ", 670 ," 202,365 ", 589 ," 198,979 ",,,,,,
,2071," 1,483 "," 349,728 "," 1,534 "," 389,126 ", 215 ," 70,879 ", 242 ," 79,927 ",,,,,,
,2156," 1,357 "," 345,824 "," 1,305 "," 348,995 ", 381 ," 128,596 ", 413 ," 140,491 ",,,,,,
,2527," 1,091 "," 250,845 "," 1,081 "," 273,516 ", 582 ," 201,002 ", 693 ," 233,317 ",,,,,,
,2089," 1,513 "," 368,141 "," 1,609 "," 414,382 ", 177 ," 61,357 ", 132 ," 47,194 ",,,,,,
,2047," 1,499 "," 373,415 "," 1,595 "," 423,960 ", 172 ," 61,157 ", 153 ," 53,486 ",,,,,,
,2090," 1,506 "," 353,278 "," 1,611 "," 412,326 ", 163 ," 53,500 ", 122 ," 44,850 ",,,,,,
,2029," 1,522 "," 362,349 "," 1,659 "," 388,235 ", 87 ," 29,083 ", 115 ," 38,716 ",,,,,,
,2428," 1,297 "," 243,033 ", 956 ," 187,204 ", 619 ," 179,183 ", 500 ," 159,928 ",,,,,,
,2777," 1,153 "," 266,502 "," 1,187 "," 281,620 ", 464 ," 156,092 ", 536 ," 186,012 ",,,,,,
,2069," 1,343 "," 331,228 "," 1,566 "," 391,963 ", 202 ," 64,413 ", 176 ," 59,504 ",,,,,,
,2227," 1,236 "," 302,671 "," 1,311 "," 327,586 ", 363 ," 109,681 ", 350 ," 97,413 ",,,,,,
